FeatureID,Name,Formula,calc_mw,mz,rt,annot_source,Annot. Source: mzVault Search
Feature1433,NA,C3 H9 N O,75.06837,76.07565,1.162,NA,No results
Feature1432,NA,C7 H15 N O5,193.09484,194.10212,1.172,NA,No results
Feature1431,NA,NA,111.99241,112.99969,1.517,NA,No results
Feature1430,NA,C16 H22 N8 O,342.19017,343.19744,8.497,NA,No results
Feature1429,NA,C8 H16 N2 O3,188.11599,189.12327,2.16,NA,No results
Feature1428,NA,C4 H8 O3 S,136.01934,137.02662,2.747,NA,No results
Feature1427,NA,NA,851.75833,852.7656,1.119,NA,No results
Feature1426,NA,C18 H31 N8 O11 P,566.18298,567.19025,6.546,NA,No results
Feature1425,NA,C10 H11 N5 O3,249.08597,250.09324,7.592,NA,No results
Feature1424,NA,C22 H45 N3 O6 P2 S,541.24934,542.25661,6.981,NA,No results
Feature1423,NA,C14 H21 O5 P3 S,394.0313,395.03857,1.079,NA,No results
Feature1422,NA,C10 H26 N6 O10 P2 S2,516.06263,517.06991,1.206,NA,No results
Feature1421,NA,C12 H19 N3 O6,301.12716,302.13443,1.517,NA,No results
Feature1420,NA,C9 H15 N3 O3 S,245.08313,246.0904,1.546,NA,No results
Feature1419,NA,C8 H19 N O4,193.13116,194.13844,6.032,NA,No results
Feature1418,NA,C7 H13 N3 O4,203.09039,204.09766,1.776,NA,No results
Feature1417,NA,C7 H10 O3,142.06289,143.07017,12.061,NA,No results
Feature1416,NA,C8 H18 N O9 P,303.07172,304.079,1.236,NA,No results
Feature1415,NA,C6 H8 N2 O2,140.05845,141.06573,1.559,NA,No results
Feature1414,NA,C6 H8 O3,128.04721,129.05449,9.794,NA,No results
Feature1413,NA,NA,104.99669,106.00397,0.978,NA,No results
Feature1412,NA,C7 H10 N2 O2,154.07414,155.08141,6.447,NA,No results
Feature1411,1-Methylguanine,C6 H7 N5 O,165.06493,166.0722,7.395,mzCloud,No results
Feature1410,NA,C3 H8 N6 O4 S2,256.00604,257.01331,2.381,NA,No results
Feature1409,NA,C16 H29 N O12,427.16856,428.17583,1.56,NA,No results
Feature1408,NA,C8 H6 O,118.04173,136.07556,4.284,NA,No results
Feature1407,NA,C14 H26 N2 O3 S,302.1662,303.17348,13.499,NA,No results
Feature1406,NA,C13 H14 N3 P3,305.04102,306.0483,1.572,NA,No results
Feature1405,NA,C6 H11 N O3,145.07377,146.08105,1.344,NA,No results
Feature1404,NA,C3 H4 N8 O,168.05096,169.05824,1.23,NA,No results
Feature1403,NA,C9 H15 N3 O6,261.09585,262.10313,1.391,NA,No results
Feature1402,NA,C5 H4 O2,96.02102,97.02831,1.297,NA,No results
Feature1401,NA,C9 H15 N O3,185.10506,186.11234,8.252,NA,No results
Feature1400,NA,C11 H18 N4 O6,302.12308,303.12964,1.55,NA,No results
Feature1399,NA,C24 H53 N7 O6,535.40758,558.39681,20.505,NA,No results
Feature1398,NA,C15 H27 N3 O17 P2,583.08137,584.08864,1.6,NA,No results
Feature1397,NA,C8 H15 N O2,157.11018,158.11746,10.244,NA,No results
Feature1396,NA,C8 H17 N O2,159.12583,160.1331,2.037,NA,No results
Feature1395,NA,C7 H16 N4 O2,188.12715,189.13442,1.216,NA,No results
Feature1394,NA,C9 H15 N3 O2,197.11625,198.12353,1.155,NA,No results
Feature1393,NA,C13 H21 N4 O15 P3 S,597.99364,599.00091,1.084,NA,No results
Feature1392,NA,C6 H12 N2 O3,160.08466,161.09193,1.377,NA,No results
Feature1391,NA,C14 H41 N10 O9 P,524.27754,525.28482,1.429,NA,No results
Feature1390,Thymine,C5 H6 N2 O2,126.04281,127.05009,7.631,mzCloud,No results
Feature1389,NA,C9 H24 N6 O2 S,280.16731,281.17459,16.571,NA,No results
Feature1388,NA,C13 H31 N7 O2 S,349.22514,350.23242,16.591,NA,No results
Feature1387,NA,C20 H27 N3 O9,453.17444,454.18172,6.799,NA,No results
Feature1386,NA,NA,631.82236,632.82964,1.118,NA,No results
Feature1385,NA,C8 H14 N2 O3,186.1003,204.13412,1.049,NA,No results
Feature1384,NA,C14 H21 N3 O7 S,375.10974,376.11702,1.546,NA,No results
Feature1383,NA,C53 H107 N O S4,901.72591,902.73318,1.118,NA,No results
Feature1382,NA,NA,673.80312,674.8104,1.116,NA,No results
Feature1381,NA,C13 H26 N6 O P2 S,376.13805,377.14532,11.291,NA,No results
Feature1380,NA,C20 H37 N O6,387.26191,388.26919,15.997,NA,No results
Feature1379,NA,C20 H31 N O5,365.22006,366.22733,16.607,NA,No results
Feature1378,NA,C16 H23 N5 O9,429.14928,430.15655,6.727,NA,No results
Feature1377,NA,C6 H11 O5 P S,226.00669,227.01396,1.17,NA,No results
Feature1376,NA,C20 H33 N O5,367.23561,368.24288,16.661,NA,No results
Feature1375,NA,C6 H10 O6,178.04759,179.05486,1.336,NA,No results
Feature1374,NA,C6 H11 N O4,161.06871,162.07599,3.525,NA,No results
Feature1373,NA,C18 H39 N O11,445.25198,446.25925,11.487,NA,No results
Feature1372,NA,C8 H19 O10 P,306.0713,307.07857,1.333,NA,No results
Feature1371,NA,C14 H32 N5 O3 P,349.22508,350.23236000000003,15.065,NA,No results
Feature1370,NA,C7 H12 N P S,173.04351,174.05079,1.534,NA,No results
Feature1369,NA,C6 H12 N2 O4,176.07953,177.08681,1.332,NA,No results
Feature1368,NA,C11 H14 O6 S,274.05149,275.05876,1.074,NA,No results
Feature1367,NA,C5 H4 N4 O2,152.03333,153.04061,7.211,NA,No results
Feature1366,NA,C24 H37 N P2,401.24111,402.24839,15.717,NA,No results
Feature1365,NA,C32 H19 N3,445.15774,446.16502,16.774,NA,No results
Feature1364,NA,C5 H10 O4,134.05783,135.0651,2.685,NA,No results
Feature1363,NA,C7 H5 N O S,151.00906,152.01634,13.681,NA,No results
Feature1362,NA,NA,242.17584,243.18312,1.189,NA,No results
Feature1361,NA,C14 H18 N2 O5,294.1214,295.12867,10.092,NA,No results
Feature1360,NA,C8 H13 N O6,219.0741,220.08138,5.764,NA,No results
Feature1359,NA,C4 H6 N2 O3,130.03772,131.04499,1.533,NA,No results
Feature1358,NA,C9 H18 N4 O4,246.13257,247.13985,1.534,NA,No results
Feature1357,NA,C6 H9 N O3,143.05814,144.06541000000001,1.486,NA,No results
Feature1356,NA,C9 H18 N2 O3,202.13163,203.13891,2.722,NA,No results
Feature1355,NA,C6 H11 N3 O4,189.07481,190.08209,2.151,NA,No results
Feature1354,NA,C24 H23 N5 O2 S,445.15764,446.16492,15.481,NA,No results
Feature1353,NA,C7 H15 N O4 S,209.07198,210.07926,11.291,NA,No results
Feature1352,NA,C7 H16 N2 O,144.12621,145.13348,2.693,NA,No results
Feature1351,NA,C15 H24 N2 O17 P2,566.0547,567.062,1.599,NA,No results
Feature1350,NA,C19 H17 Cl N P,325.07807,326.08535,13.413,NA,No results
Feature1349,NA,C7 H16 N4 O2,188.12711,189.13439,1.267,NA,No results
Feature1348,NA,C13 H4 N6 O17 P2 S2,641.85518,642.86245,1.098,NA,No results
Feature1347,NA,C10 H11 N8 O15 P S,545.98007,546.98734,1.089,NA,No results
Feature1346,NA,C11 H28 N6 O S,292.20365,293.21092,16.998,NA,No results
Feature1345,NA,C12 H23 N O7,293.14723,294.15451,6.058,NA,No results
Feature1344,NA,C5 H15 N8 P,218.11522,219.12249,12.06,NA,No results
Feature1343,NA,C11 H17 N O8,291.09524,292.10252,2.063,NA,No results
Feature1342,NA,C11 H12 N2 O3,220.08461,221.09188,8.833,NA,No results
Feature1341,NA,C47 H95 N7,757.76386,758.77113,1.118,NA,No results
Feature1340,NA,C19 H28 N6 O13 S2,612.11509,613.12237,6.299,NA,No results
Feature1339,NA,C13 H19 N O7,301.11593,302.12321,11.374,NA,No results
Feature1338,NA,C6 H15 N3 O4 P2 S,287.02712,288.0344,10.013,NA,No results
Feature1337,NA,C6 H9 N O5,175.048,176.05527,2.562,NA,No results
Feature1336,NA,C21 H29 N7 O6 S3,571.13699,572.14427,16.775,NA,No results
Feature1335,NA,C7 H21 N4 O P,208.14609,226.17992,16.192,NA,No results
Feature1334,NA,C8 H15 N3 O4,217.10605,218.11333,5.957,NA,No results
Feature1333,NA,C6 H10 N2 O5,190.05884,191.06612,1.298,NA,No results
Feature1332,NA,NA,623.8354,624.84268,1.114,NA,No results
Feature1331,NA,C6 H16 N7 O2 P,249.11121,250.11844,1.269,NA,No results
Feature1330,NA,C9 H20 N4 O12 S,408.07974,409.08701,7.3,NA,No results
Feature1329,NA,C14 H13 N S3,291.02205,292.02933,9.735,NA,No results
Feature1328,NA,C14 H28 N4 O7 P2,426.14398,427.15126,1.072,NA,No results
Feature1327,NA,C6 H10 N2 O5,190.05876,191.06604,1.255,NA,No results
Feature1326,NA,C9 H18 N2 O3,202.13161,203.13889,2.545,NA,No results
Feature1325,NA,NA,168.11494,186.14877,12.597,NA,No results
Feature1324,2-Hydroxyquinoline,C9 H7 N O,145.0527,146.05997,11.203,mzCloud,No results
Feature1323,NA,C11 H19 N3 O3,241.14245,242.14973,11.564,NA,No results
Feature1322,NA,C11 H13 N O6,255.07408,256.0814,1.36,NA,No results
Feature1321,NA,C10 H16 N2 O3 S,244.08788,245.09515,7.598,NA,No results
Feature1320,NA,C14 H32 N7 O13 P S3,633.0957,634.10298,1.213,NA,No results
Feature1319,NA,C8 H8 O2 P2,198.00062,199.00789,2.383,NA,No results
Feature1318,NA,C10 H21 N O6 P2,313.0843,314.09157,9.156,NA,No results
Feature1317,NA,C6 H11 N3 O4,189.07477,190.08208,1.173,NA,No results
Feature1316,NA,C8 H17 N10 O4 P3 S2,474.0089,475.01618,1.209,NA,No results
Feature1315,NA,C9 H19 N5 O3,245.14853,246.15581,1.14,NA,No results
Feature1314,NA,C10 H13 N O9,291.05837,292.06565,7.303,NA,No results
Feature1313,NA,C13 H30 N3 O10 P S2,483.10901,484.11629,2.313,NA,No results
Feature1312,NA,C13 H25 N O3,243.18322,244.19049,15.693,NA,No results
Feature1311,NA,C9 H12 N2 O6,244.06935,245.07662,2.513,NA,No results
Feature1310,NA,C7 H7 N O3 S,185.01445,186.02173,10.118,NA,No results
Feature1309,NA,C6 H6 O3,126.03154,127.03881,1.301,NA,No results
Feature1308,NA,C27 H40 N9 O P3,599.2549,600.26218,6.523,NA,No results
Feature1307,NA,NA,859.74522,860.75249,1.119,NA,No results
Feature1306,NA,C7 H12 O6,192.06315,210.09697,1.331,NA,No results
Feature1305,NA,C12 H17 N3 O6,299.11146,317.14527,1.562,NA,No results
Feature1304,NA,C23 H43 N O18,621.24747,622.25474,1.556,NA,No results
Feature1303,NA,C12 H18 N4 O2,250.14272,251.15,6.716,NA,No results
Feature1302,NA,C10 H17 N O2,183.1258,184.13307,12.517,NA,No results
Feature1301,NA,NA,867.73247,868.73975,1.119,NA,No results
Feature1300,NA,C9 H22 N O11 P S,383.06489,384.07216,1.247,NA,No results
Feature1299,NA,C7 H14 N2 O6 S,254.05702,255.06429,1.37,NA,No results
Feature1298,NA,C8 H15 N O4,189.09994,190.10722,7.261,NA,No results
Feature1297,NA,C12 H35 N8 O P S2,402.21111,403.21839,1.563,NA,No results
Feature1296,NA,C11 H14 N2 O5,254.09003,255.0973,1.556,NA,No results
Feature1295,NA,C26 H39 N O3,413.29274,414.30002,17.925,NA,No results
Feature1294,NA,C16 H23 N9 O,357.20094,358.20822,1.557,NA,No results
Feature1293,NA,C8 H17 N3 O3,203.1268,204.13408,1.05,NA,No results
Feature1292,NA,C9 H10 O,134.07306,152.10689,11.841,NA,No results
Feature1291,NA,C11 H18 N2 O7,290.11118,291.11846,6.224,NA,No results
Feature1290,NA,C8 H23 N8 O4 P,326.15886,327.16614,6.246,NA,No results
Feature1289,NA,C7 H15 O9 P,274.0451,275.05237,1.317,NA,No results
Feature1288,NA,C9 H15 O5 P S,266.03802,267.0453,5.751,NA,No results
Feature1287,NA,C8 H17 N8 O6 P3 S2,477.99253,478.99981,1.09,NA,No results
Feature1286,NA,C24 H48 N4 O8 P2 S,614.26561,615.27289,6.857,NA,No results
Feature1285,NA,C22 H28 N3 O3 P S,445.15762,446.1649,15.221,NA,No results
Feature1284,NA,C19 H44 N7 O13 P,609.27536,610.28264,7.309,NA,No results
Feature1283,NA,C7 H14 N2 O6,222.08498,223.09226,1.309,NA,No results
Feature1282,NA,C10 H15 N3 O5,257.10094,258.10822,5.959,NA,No results
Feature1281,NA,C12 H13 N O4,235.08434,236.09162,9.798,NA,No results
Feature1280,NA,C11 H19 N O6,261.12108,262.12836,2.667,NA,No results
Feature1279,NA,C9 H20 N2 O3,204.1472,205.15448,1.201,NA,No results
Feature1278,NA,C10 H15 N O6,245.08961,284.05275,1.39,NA,No results
Feature1277,NA,C4 H4 O3,100.01597,101.02325,3.946,NA,No results
Feature1276,NA,NA,723.77044,724.77772,1.12,NA,No results
Feature1275,NA,C12 H10 N4 O2,242.08024,243.08752,14.047,NA,No results
Feature1274,NA,NA,275.20952,276.21679,17.036,NA,No results
Feature1273,NA,C4 H13 N2 O4 P,184.06118,185.06849,1.085,NA,No results
Feature1272,NA,C9 H10 O3,166.06276,184.09655,8.373,NA,No results
Feature1271,NA,C7 H10 O3,142.06291,143.07019,11.422,NA,No results
Feature1270,NA,C10 H18 N2 O3 S,246.10362,247.1109,7.928,NA,No results
Feature1269,NA,C18 H34 N9 O P3,485.21195,486.21923,6.958,NA,No results
Feature1268,NA,C7 H17 N4 O6 P,284.08869,285.09596,6.546,NA,No results
Feature1267,NA,C8 H12 N2 O5,216.07436,234.10817,1.544,NA,No results
Feature1266,NA,C9 H15 N O2,169.11014,187.14393,9.666,NA,No results
Feature1265,NA,C20 H39 N4 O9 P,510.24361,511.25089,7.407,NA,No results
Feature1264,NA,C15 H30 N8 O11,498.20573,499.21301,1.488,NA,No results
Feature1263,NA,C9 H15 N O4,201.09994,202.10721,8.265,NA,No results
Feature1262,NA,C12 H23 O P S,246.12137,247.12865,8.057,NA,No results
Feature1261,NA,C9 H14 N2 O3,198.10025,199.10753,6.158,NA,No results
Feature1260,NA,C7 H11 N O4,173.06872,174.076,5.242,NA,No results
Feature1259,NA,NA,132.02719,133.03446,0.978,NA,No results
Feature1258,NA,C14 H23 N O10,365.13187,366.13914,1.365,NA,No results
Feature1257,NA,C15 H36 N3 O5 P S2,433.18142,434.18869,6.813,NA,No results
Feature1256,NA,C7 H10 O8,222.03804,223.04532,1.077,NA,No results
Feature1255,NA,C11 H13 N O9,303.05877,304.06605,4.789,NA,No results
Feature1254,NA,C25 H5 N2 O15 P3 S5,825.75158,826.75886,1.119,NA,No results
Feature1253,NA,C5 H7 N O3,129.04249,130.04977,3.939,NA,No results
Feature1252,NA,C10 H16 N2 O2 S,228.09302,229.1003,10.697,NA,No results
Feature1251,NA,NA,799.7449,800.75217,1.122,NA,No results
Feature1250,NA,C10 H16 N2 O2 S,228.09304,229.10031,10.186,NA,No results
Feature1249,NA,C7 H19 N3,145.15781,146.16509,0.902,NA,No results
Feature1248,NA,C7 H11 N O4,173.06869,174.07597,2.094,NA,No results
Feature1247,NA,C19 H29 N5 O7,439.2065,440.21377,7.521,NA,No results
Feature1246,NA,C6 H11 N O5 S,209.03561,210.04289,1.687,NA,No results
Feature1245,NA,C7 H15 N3 O2,173.11629,174.12356,5.718,NA,No results
Feature1244,NA,C5 H17 N3 O5 P2 S,293.0377,294.04498,8.619,NA,No results
Feature1243,NA,C12 H22 N2 O5,274.15267,275.15995,6.126,NA,No results
Feature1242,NA,C7 H13 N O5,191.07922,192.0865,1.384,NA,No results
Feature1241,NA,NA,512.1203,513.12758,18.157,NA,No results
Feature1240,NA,C4 H9 N9 O,199.0939,200.10118,1.224,NA,No results
Feature1239,NA,C17 H35 N2 O8 P,426.21126,427.21853,8.258,NA,No results
Feature1238,NA,C7 H9 N O4,171.05305,172.06033,3.941,NA,No results
Feature1237,NA,C11 H24 N2 O5,264.16834,265.17561,1.053,NA,No results
Feature1236,NA,C9 H12 N3 O7 P,305.04111,306.04838,1.813,NA,No results
Feature1235,NA,NA,197.93256,198.93984,0.977,NA,No results
Feature1234,NA,C9 H10 N2 O2,178.07406,179.08133,1.543,NA,No results
Feature1233,NA,C16 H35 N O8,369.23604,370.24331,9.27,NA,No results
Feature1232,NA,C7 H15 N O2,145.11019,146.11746,8.591,NA,No results
Feature1231,NA,C7 H16 N2 O7,240.09549,241.10276,1.309,NA,No results
Feature1230,NA,C18 H32 N4 O4,368.24203,369.2493,1.56,NA,No results
Feature1229,Tropine,C8 H15 N O,124.0887,142.12254,10.442,mzCloud,No results
Feature1228,NA,C10 H20 N4 O4,260.14825,261.15553,1.047,NA,No results
Feature1227,NA,C12 H24 N2 O7,308.15813000000003,309.16541,1.05,NA,No results
Feature1226,NA,C15 H34 N5 O5 P3,457.17915,458.18643,1.466,NA,No results
Feature1225,NA,C11 H19 N3 O2,225.14754,226.15481,6.103,NA,No results
Feature1224,NA,C7 H7 N O3,153.04249,154.04977,7.998,NA,No results
Feature1223,NA,C10 H14 N2 O5,242.09011,243.09738,6.166,NA,No results
Feature1222,NA,C9 H6 O,130.04175,131.04903,7.301,NA,No results
Feature1221,NA,C10 H16 N2 O3 S,244.0879,245.09518,7.547,NA,No results
Feature1220,NA,C7 H17 N7 O5 S3,375.04365,376.05094,1.211,NA,No results
Feature1219,NA,C8 H10 N2 O3 S,214.04104,215.04832,6.955,NA,No results
Feature1218,NA,C5 H8 O4,132.04207,133.04939,1.528,NA,No results
Feature1217,NA,C9 H28 N9 O4 P,357.19963,358.2069,10.514,NA,No results
Feature1216,NA,NA,342.14653,365.13575,19.128,NA,No results
Feature1215,NA,C12 H24 N2 O7,308.15817,309.16545,1.131,NA,No results
Feature1214,NA,C5 H6 O3,114.03158,115.03886,8.032,NA,No results
Feature1213,NA,C5 H14 N9 O4 P,295.09006,296.09733,1.297,NA,No results
Feature1212,NA,C5 H10 N2 O3,146.06903,147.07631,1.383,NA,No results
Feature1211,NA,C8 H12 N2 O5,216.07441,234.10823,1.472,NA,No results
Feature1210,NA,C14 H27 N O2,241.20396,242.21124,17.163,NA,No results
Feature1209,NA,C10 H15 N O8,277.07949,295.1133,1.287,NA,No results
Feature1208,NA,C2 H5 N2 O2 P,120.00908,121.01635,0.977,NA,No results
Feature1207,NA,C5 H2 O6 S,189.95634,190.96361,2.381,NA,No results
Feature1206,NA,C10 H20 N2 O3,216.1472,217.15447,2.383,NA,No results
Feature1205,2-Amino-3-methoxybenzoic acid,C8 H9 N O3,167.05817,168.06544,2.65,mzCloud,No results
Feature1204,NA,C13 H16 N4 O6,324.10536,325.11263,1.547,NA,No results
Feature1203,δ-Valerolactam,C5 H9 N O,99.06833,100.07561,1.666,mzCloud,No results
Feature1202,NA,C15 H21 N O7,327.13165,328.13892,7.741,NA,No results
Feature1201,NA,C6 H N4 O2 P S,223.95632,224.96359,1.244,NA,No results
Feature1200,NA,C8 H11 N3 O3,197.07989,198.08717,1.706,NA,No results
Feature1199,NA,C8 H13 N O3 S,203.0615,204.06878,9.905,NA,No results
Feature1198,NA,C3 H11 N8 O2 P,222.07356,261.0367,1.302,NA,No results
Feature1197,NA,C12 H17 N10 O15 P3 S,665.98089,666.98817,1.086,NA,No results
Feature1196,NA,C10 H17 N O6,247.10542,248.11269,3.267,NA,No results
Feature1195,NA,C12 H21 N O9,323.12145,324.12873,2.063,NA,No results
Feature1194,NA,C5 H6 O4,130.02654,131.03381,2.668,NA,No results
Feature1193,L-Glutathione (reduced),C10 H17 N3 O6 S,307.08361,308.09088,1.6,mzCloud,No results
Feature1192,NA,C7 H15 N O3 S,193.0771,194.08437,11.09,NA,No results
Feature1191,NA,C2 H7 N2 O10 P S3,345.90106,346.90833,0.977,NA,No results
Feature1190,NA,C13 H31 N8 O P,346.23533,347.24261,16.794,NA,No results
Feature1189,NA,C8 H6 O6 S,229.98826,230.99553,6.403,NA,No results
Feature1188,NA,C6 H12 N4 O,156.10096,179.09018,1.132,NA,No results
Feature1187,NA,C7 H9 N O5,187.04795,188.05522,3.41,NA,No results
Feature1186,NA,C28 H42 O16 S,666.22137,684.25515,1.565,NA,No results
Feature1185,NA,C8 H16 N2 O5,220.10571,259.06889,1.137,NA,No results
Feature1184,NA,C9 H16 N4 O3,228.12202,229.12929,1.502,NA,No results
Feature1183,NA,C7 H7 N5 O3,209.05475,210.06202,2.07,NA,No results
Feature1182,NA,C12 H19 N3 O7,317.12213,318.1294,2.094,NA,No results
Feature1181,NA,C7 H16 N2 O2,160.12106,161.12833,1.129,NA,No results
Feature1180,NA,NA,854.80614,855.81342,1.109,NA,No results
Feature1179,NA,C8 H26 N8 O P2 S,344.14102,345.1483,1.066,NA,No results
Feature1178,NA,C11 H22 N2 O3,230.16284,231.17012,4.66,NA,No results
Feature1177,NA,C22 H43 N3 O12,541.28587,542.29314,5.629,NA,No results
Feature1176,NA,C11 H20 N4 O10,368.11685,369.12413,1.072,NA,No results
Feature1175,NA,C8 H12 N6 O2,224.10208,225.1093,1.343,NA,No results
Feature1174,NA,C11 H21 N O8,295.12644,296.13372,1.529,NA,No results
Feature1173,NA,C8 H17 N O5,207.11048,208.11776,1.477,NA,No results
Feature1172,NA,C7 H9 N5 O,179.08059,180.08786,6.95,NA,No results
Feature1171,NA,C8 H19 N3 O S4,301.04272,302.05,10.716,NA,No results
Feature1170,NA,C10 H14 N2 O4,226.09515,227.10245,1.56,NA,No results
Feature1169,NA,C12 H23 N O2,213.17269,214.17997,15.19,NA,No results
Feature1168,NA,C H2 N4 O8 S,229.95873,230.96609,0.978,NA,No results
Feature1167,NA,C9 H17 N O6,235.10541,236.11269,5.681,NA,No results
Feature1166,NA,C11 H12 S3,240.01107,241.01834,6.704,NA,No results
Feature1165,NA,C13 H13 N9 O,311.12277,312.13004,8.353,NA,No results
Feature1164,NA,C8 H13 N O5,203.07916,204.08644,1.305,NA,No results
Feature1163,NA,C6 H13 O9 P,260.02939,261.03667,1.302,NA,No results
Feature1162,Methylimidazoleacetic acid,C6 H8 N2 O2,140.05847,141.06575,1.487,mzCloud,No results
Feature1161,NA,C14 H30 N4 O2,286.23671,287.24399,1.639,NA,No results
Feature1160,NA,NA,114.04868,115.05596,3.378,NA,No results
Feature1159,NA,C6 H7 N10 O P3,328.0023,329.00957,1.081,NA,No results
Feature1158,NA,C10 H17 N3 O5,259.11667,260.12395,1.932,NA,No results
Feature1157,NA,C9 H18 N8 O18 P2 S2,651.96533,652.97261,1.082,NA,No results
Feature1156,NA,C16 H27 N O4 P2,359.14251,360.14979,1.342,NA,No results
Feature1155,NA,C6 H11 N O3,145.07378,146.08104,1.165,NA,No results
Feature1154,NA,C10 H14 N2 O4,226.09516,227.10243,7.801,NA,No results
Feature1153,NA,C10 H28 N7 O4 P,341.19491,342.20219,8.894,NA,No results
Feature1152,NA,C21 H37 N O12,495.23265,496.23993,7.293,NA,No results
Feature1151,NA,C7 H15 N O6 S,241.06179,242.06907,1.361,NA,No results
Feature1150,NA,C4 H4 O2,84.02109,85.02836,1.547,NA,No results
Feature1149,NA,C17 H43 N8 O15 P,630.26065,631.26793,6.617,NA,No results
Feature1148,NA,NA,86.98618,87.99346,0.978,NA,No results
Feature1147,NA,C16 H30 N O10 P,427.16044,428.16771,7.96,NA,No results
Feature1146,NA,C11 H20 N2 O6,276.13205,277.13932,2.568,NA,No results
Feature1145,NA,C5 H13 N10 O2 P,276.09546,277.10274,1.56,NA,No results
Feature1144,NA,C7 H15 N O4 S,209.07196,210.07924,1.498,NA,No results
Feature1143,NA,C4 H13 N3 O7 P2 S2,340.96829,341.97557,8.618,NA,No results
Feature1142,NA,C9 H14 N2 O3,198.10024,199.10752,7.214,NA,No results
Feature1141,NA,C12 H19 N3 O5,285.13222,286.1395,8.196,NA,No results
Feature1140,NA,C14 H23 N5 O6,357.16467,358.17195,2.961,NA,No results
Feature1139,NA,C6 H12 N2 O3,160.08469,161.09196,1.517,NA,No results
Feature1138,NA,C8 H14 N2 O3 S,218.0723,219.07958,4.172,NA,No results
Feature1137,NA,C10 H21 N5 O4,275.15913,276.1664,1.163,NA,No results
Feature1136,NA,C9 H13 N9 O8 P2 S,469.00961,470.01689,1.294,NA,No results
Feature1135,NA,C10 H18 N2 O5,246.12138,247.12865,6.027,NA,No results
Feature1134,NA,C8 H16 N5 O6 P S4,436.97084,437.97812,1.212,NA,No results
Feature1133,NA,C9 H16 N2 O3,200.11594,201.12322,3.199,NA,No results
Feature1132,NA,C15 H21 N5 O7,383.14248,384.14976,1.543,NA,No results
Feature1131,NA,C6 H13 N3 O3,175.09557,176.10285,1.832,NA,No results
Feature1130,NA,C15 H23 N3 O4,309.16864,310.17592,6.893,NA,No results
Feature1129,NA,C7 H11 N O4 S,205.04071,206.04799,4.142,NA,No results
Feature1128,NA,C3 H10 Cl N10 O7 P,364.0159,387.00531,1.13,NA,No results
Feature1127,NA,C7 H10 N2 O3,170.06908,171.07635,2.438,NA,No results
Feature1126,NA,C4 H7 N2 P S,146.00646,147.01375,0.977,NA,No results
Feature1125,NA,C11 H17 N O9,307.0901,308.09737,1.343,NA,No results
Feature1124,NA,C7 H10 O6,190.04761,191.05489,4.482,NA,No results
Feature1123,NA,C3 H9 Cl2 N2 O7 P,285.95106,286.95833,0.976,NA,No results
Feature1122,Methionine sulfoxide,C5 H11 N O3 S,165.04587,166.05315,2.5,mzCloud,No results
Feature1121,NA,C12 H20 N4 O5,300.14317,301.15045,2.384,NA,No results
Feature1120,NA,C12 H18 N4 O5,298.12758,299.13483,2.686,NA,No results
Feature1119,NA,C9 H17 N O4,203.11562,204.1229,1.557,NA,No results
Feature1118,NA,C15 H13 N4 P S,312.05874,313.06602,8.833,NA,No results
Feature1117,NA,C5 H2 N6 O4 S5,369.87326,370.88054,1.244,NA,No results
Feature1116,NA,C9 H17 N O3,187.12071,188.12799,9.145,NA,No results
Feature1115,NA,C6 H11 N O7,209.05336,210.06063,1.386,NA,No results
Feature1114,NA,C11 H21 O2 P S,248.1006,249.10788,1.38,NA,No results
Feature1113,NA,C15 H32 Cl N3 S2,353.17287,354.18015,12.779,NA,No results
Feature1112,NA,C5 H8 N6 O4,216.06078,217.06805,2.127,NA,No results
Feature1111,NA,C9 H16 N2 O4,216.11081,217.11808,6.474,NA,No results
Feature1110,NA,C2 H5 N2 O9 P S3,327.89045,328.89773,0.978,NA,No results
Feature1109,NA,C11 H16 N4 O5,284.11183,285.11911,1.162,NA,No results
Feature1108,NA,C11 H14 N2 O3,222.10026,223.10754,8.669,NA,No results
Feature1107,NA,C10 H26 N6 O4 S,326.17464,344.20845,3.374,NA,No results
Feature1106,NA,NA,298.25043,299.2577,20.665,NA,No results
Feature1105,NA,NA,585.1372,586.14447,17.381,NA,No results
Feature1104,NA,C15 H34 N3 O9 P,431.20146,432.20873,7.894,NA,No results
Feature1103,NA,C10 H2 N4 O S,225.99552,227.00279,3.943,NA,No results
Feature1102,NA,C10 H17 Cl O S,220.06934,221.07662,1.251,NA,No results
Feature1101,NA,C9 H18 N4 O3,230.13771,231.14499,4.658,NA,No results
Feature1100,NA,C7 H6 O5 S,201.99335,203.00063,6.402,NA,No results
Feature1099,NA,C8 H12 N2 O3,184.08464,185.09191,5.91,NA,No results
Feature1098,3-Ureidopropionic acid,C4 H8 N2 O3,132.05339,133.06066,2.164,mzCloud,No results
Feature1097,NA,C9 H24 N7 O6 P S2,421.09821,422.10549,1.273,NA,No results
Feature1096,NA,C8 H15 N O4,189.09999,190.10727,3.028,NA,No results
Feature1095,NA,C3 H2 N2 O2,98.0115,116.04533,1.38,NA,No results
Feature1094,NA,C13 H15 N2 O4 P,294.0784,295.08568,13.929,NA,No results
Feature1093,NA,C3 H11 N2 O4 P,170.04559,171.05288,1.074,NA,No results
Feature1092,NA,C3 H7 N O5 S2,200.97632,201.9836,1.311,NA,No results
